Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
1417,8486,28972,29278,8052,1516,692,845
65535,65535,65535,18307,1750,1325,759,1331
11822,42858,42905,11938,1737,1271,627,1258
637,822,787,3148,17696,42778,42658,17800
563,1022,440,715,1208,5209,19869,38478
11236,47240,65535,44774,10528,1744,822,765
784,928,639,4315,24444,59176,58185,25039
1101,1656,612,574,1277,4300,13353,27054
772,1290,4000,13848,27582,27957,14389,4721
712,840,581,671,1619,9683,41593,42528
804,759,4477,15618,30051,31138,15985,4458
859,1148,1034,4647,24657,60069,59364,24589
11123,38311,38401,10208,1412,1587,736,1054
35317,35911,13159,2045,446,1121,616,1189
1012,1575,5066,16413,31962,32553,16888,4956
274,1582,743,844,1303,6863,25671,26034
739,1080,400,504,1294,4314,17347,34971
1135,716,832,440,982,1404,1050,903
705,1906,3768,11806,23261,23911,12249,4145
492,792,1024,5072,26492,65535,65387,26793
52561,52337,18975,3226,934,1128,402,737
1485,9731,33892,33907,9677,2242,512,1329
573,936,593,289,1593,10577,44397,43977
1439,8298,30370,30115,8601,1434,353,562
867,9769,34785,34782,9776,2197,573,422
730,1625,240,747,517,1577,606,1069
918,922,549,452,1438,8774,35425,36218
648,927,333,567,834,4910,20803,41531
61941,63224,22899,3288,997,1249,456,735
1325,9486,32677,32359,9512,1765,794,702
1094,1922,4737,16678,32645,33299,17070,5060
798,1260,538,403,1712,10056,41425,41559
1078,652,393,436,1333,10413,39873,40512
11161,39463,38724,10624,1711,1953,686,747
798,1365,705,3673,19344,46673,45397,19365
1483,11224,38542,38120,10299,2275,501,754
11120,40725,40669,11154,1717,733,906,1230
867,851,771,600,990,8296,32389,32995
906,1127,393,555,1373,9691,41625,41403
1376,9368,35062,34390,9376,1777,908,902
395,1679,538,622,926,1445,783,1012
646,793,625,239,887,1332,541,1040
896,1521,5308,17978,35660,36519,18749,5835
338,1594,931,308,1254,5100,19464,38318
11567,42563,41542,11781,1748,1472,378,678
646,1446,701,270,1176,5268,20169,39944
532,2099,14958,58503,58795,15890,1378,1101
1159,1998,4019,13577,26402,27176,14003,3839
595,855,933,692,1283,8929,37035,37330
1275,8004,28157,28205,8177,1514,216,715
1081,1476,623,259,1437,5409,22557,45210
15137,54231,53000,14443,2173,1637,448,823
379,3242,16628,64326,64574,17283,1706,1302
1540,10783,39893,39366,10916,2218,395,1011
657,1485,698,595,1401,7072,29165,29192
824,1591,610,532,914,2027,754,1085
609,1405,690,475,1369,8287,33678,34104
1021,1006,456,757,1598,11320,45065,46167
12846,46776,45213,12325,2220,1852,351,1123
694,1043,850,3266,19901,46357,46351,18806
986,1699,617,3284,19100,45555,45528,19877
998,1993,10580,41743,42358,12175,1301,1282
13701,47913,48166,12789,2260,1810,579,822
13150,48583,47111,12963,1631,1836,710,529
859,799,615,854,849,4455,16135,31512
801,919,675,290,1335,4732,14639,28661
602,1178,905,373,536,1306,1011,949
35085,35445,13287,2203,705,1760,1008,532
9522,33034,32524,9021,1311,1621,297,998
872,2307,15435,60558,60448,16878,1731,1627
689,2113,4360,16657,31975,33503,16548,5477
1437,8257,26805,26985,8026,1794,354,976
948,11151,38280,37962,10645,2374,661,1133
908,2044,4808,16744,33680,32728,17178,4749
938,1402,778,705,970,2272,965,799
704,1125,465,403,1239,5334,22154,44301
1682,9317,32587,32433,8854,2158,559,1086
12273,45463,45434,12178,1544,1169,513,725
656,1993,13311,49598,49401,13700,1705,1160
1628,8894,33448,33880,8407,2065,1261,1105
605,1215,488,715,1563,9296,39099,39234
14114,49731,49262,13436,1666,1121,674,1434
909,1941,3963,13074,25768,25824,12910,3882
16364,57157,56630,15718,2032,1920,793,802
53243,53726,19877,3324,513,1535,941,1080
1382,9763,34831,49414,45341,38798,19307,6065
769,1525,865,3901,23692,57528,57139,24096
906,1697,894,595,951,9738,42493,43127
866,1427,666,506,727,1394,206,659
940,1218,632,601,944,7533,28848,29324
790,1858,3564,12641,24809,25725,13056,4685
12195,44973,48516,29235,35346,35095,18215,5419
1181,709,488,693,1187,1779,323,1358
609,643,844,5036,29453,65535,65535,29352
12141,43338,42668,11905,1422,1079,497,754
16456,58258,57815,16208,2266,1033,562,1080
622,1324,575,343,342,1096,927,1223
791,790,1043,5323,29411,65535,65535,53987
836,857,174,547,1010,3319,16145,30154
870,970,276,439,1509,10393,42695,42713
9276,32982,32410,9154,1197,1734,991,864
708,1734,5772,19664,39092,39481,20449,5919
38829,46852,49277,37788,10001,2146,509,1029
686,935,633,420,1007,1250,1204,685
1494,10345,36551,36096,10067,2220,816,924
766,1743,10286,37186,36893,11088,1365,674
703,1689,3403,12161,23136,23448,11985,3975
1806,10316,37980,37648,10565,9606,35066,35923
1174,10936,38829,38652,10174,1806,449,946
1274,9686,36503,36699,9499,2674,562,517
12918,45556,45905,12380,1827,1004,896,578
774,1586,864,3063,17432,41077,40769,16665
551,1024,393,571,1291,1531,1077,819
740,1396,813,692,673,1963,1224,358
764,884,772,480,664,1833,559,970
718,1921,15180,56984,57450,15271,1731,1173
13621,48859,60793,65535,56097,15445,1419,917
818,1825,11218,42851,43641,11944,1387,1001
849,962,632,284,892,1382,588,1622
1027,1862,3699,13977,27840,27146,14851,4734
41096,40985,15340,2280,1203,818,617,799
659,1033,444,295,1469,5205,19996,39520
217,1189,476,311,965,1570,573,1216
572,861,640,190,1859,8387,31051,31542
903,1191,412,672,534,1288,671,1106
38350,39242,14352,2577,1120,1487,426,1127
904,1537,5704,19717,39622,39957,20208,6025
550,1962,16637,64968,65103,17951,1889,612
638,1192,570,194,1398,5318,21836,44105
1248,8130,29840,29959,8112,1295,622,1195
1031,1055,809,581,1217,7637,26529,26913
63548,64847,28312,22234,37523,37285,19238,5668
844,1688,883,4613,26415,64273,62902,26059
1082,8921,30426,38970,30365,24836,12124,4110
1044,962,277,546,525,1251,255,1011
833,1356,424,520,1104,4864,20701,41089
595,950,274,405,1138,10887,44624,45555
932,1263,892,4600,25644,62046,61922,25732
305,2026,15622,60229,60769,16254,1560,679
1060,1778,3909,12473,24380,25149,13108,4165
13581,49600,48682,13713,1843,1488,1067,1305
440,1205,951,3267,17918,44347,43242,18077
506,1091,921,4937,28629,65535,65535,28403
1466,8446,28838,28832,7742,2211,569,1238
1884,11669,49492,65535,50771,12160,1505,700
671,1813,10623,39592,39971,11267,1368,1065
1121,1355,827,271,1430,8641,35886,36175
13453,47694,47527,13035,1990,4910,20034,39895
790,1807,5699,19275,37643,38108,19464,5589
1303,7713,26889,26212,6920,2723,836,854
59728,59999,21512,3435,1324,1239,703,726
10683,39915,39012,10641,1911,1759,509,1405
49545,49795,18617,2894,1158,1417,1053,1258
805,1282,703,502,1481,7519,28312,28930
710,996,1011,4357,27029,64692,65068,26859
1213,2283,5111,19149,38133,38572,19360,5285
877,1524,456,126,1647,3590,12867,25201
578,1143,650,552,1252,9147,36578,37349
15852,58452,57171,16372,2197,1222,1096,1132
739,2750,10628,40209,40120,11695,1095,997
759,1111,279,555,1116,1681,1065,983
43538,44205,16820,2736,600,1552,534,758
863,1470,385,435,1378,4386,16032,30624
687,1593,641,619,795,4106,17352,33992
1001,1547,847,3835,21628,53000,52799,21772
691,893,608,412,953,4372,17449,34044
48514,48593,18211,2706,1484,1240,628,878
40882,40835,15300,5419,20455,49487,49128,20587
980,2270,11730,44310,44379,12599,1678,933
16688,64602,65535,43108,8824,1401,848,951
1082,808,533,540,1043,8582,36010,35978
1059,7574,23571,23627,6654,1722,702,729
830,1703,112,336,1474,11806,44896,45694
864,1866,11731,44094,44232,12286,1290,241
839,2124,4963,17057,33736,34560,17515,5197
1230,1371,695,5042,26974,65535,65535,27394
1606,10674,39649,39944,11168,2235,741,891
13717,49235,48638,13150,1807,1436,879,698
835,2360,14194,54866,55958,15402,1656,505
836,2210,5777,19792,38262,38742,20202,5926
55810,56420,21046,2896,1355,10228,42937,42556
628,716,807,476,636,8024,33952,35211
705,2570,14583,56137,55455,16641,1638,834
864,1438,630,301,1206,5389,19228,39162
54141,55181,20844,3056,1311,10528,41092,41063
35620,36241,13069,2669,771,1579,1048,1166
1374,1256,354,334,1303,1285,784,719
1276,1061,625,446,945,1486,528,1033
1264,7988,28256,27819,8153,1228,809,1067
53098,53953,19982,2959,992,1851,334,898
16223,59341,58161,16187,1637,1971,7,1381
946,1787,6476,20138,39847,40194,20372,6418
1050,1528,548,4825,27147,65535,65535,27621
1155,1305,300,487,473,1744,644,1260
531,1807,3509,12284,23702,23870,12341,3943
766,1434,3845,13618,26073,26369,13231,4107
13324,49521,52142,30493,35256,35556,17865,5183
13117,47293,47123,13225,2246,1588,639,1500
571,1238,877,3172,17702,41223,41080,17074
1419,8618,31061,31055,8790,2131,833,492
606,1550,901,4462,24661,59585,58397,24867
45842,46179,17450,2984,955,1225,685,1332
1036,8647,32222,32141,9238,1115,858,1539
798,2147,11273,42529,43048,11824,1104,600
41965,42127,15841,2493,570,1463,715,946
551,2299,5320,18384,36442,37325,18433,5301
640,1685,4926,17551,33430,34548,17108,5526
1087,1244,104,617,1255,1552,729,743
11140,39545,39166,11047,1523,1330,975,1155
533,1400,12514,45441,45348,13122,1676,636
15353,55041,55448,15083,2240,728,1102,1187
1634,11226,41317,41276,11365,1962,715,1439
825,1496,288,502,902,1324,587,888
927,1458,4521,16829,33812,33852,16959,5255
1218,9364,32991,32660,9245,1451,875,1138
593,1728,272,60,1246,3947,15818,29384
379,1108,809,3983,22037,52272,51767,21529
969,7531,24493,24301,6957,2075,440,983
636,2272,14435,54327,54871,15405,1369,1075
1096,796,586,318,865,1488,587,1086
1023,881,490,514,896,7122,24599,25701
840,1188,402,445,630,1041,887,1206
634,933,3953,13125,26233,27083,13581,4395
638,836,741,171,1335,9959,42540,43339
580,878,863,265,1247,7998,29413,29959
756,1247,417,808,1198,7943,27497,27936
51602,52142,19009,3096,966,1554,300,1212
38869,39467,14480,2745,643,1577,1378,969
43114,43281,16040,2509,1419,988,712,1274
459,1484,735,509,1194,5172,20927,41304
948,1196,934,3247,17286,43900,43050,18220
12052,44357,43474,12112,1729,2107,661,1169
12473,46222,49552,27612,31717,32126,16008,4263
1488,8226,25936,25941,6988,1599,1064,1117
900,2196,12822,49078,49487,12796,1377,865
765,1370,925,4364,25453,61383,61035,25290
706,1644,468,692,1064,1455,1277,475
881,999,1144,3722,19231,47287,46840,19555
11259,40012,40220,11061,1495,1724,333,780
903,1106,870,400,1341,1538,640,870
1035,1742,15102,58008,59387,15294,1388,1348
45009,44678,16567,2925,875,1242,526,1156
1043,1438,414,494,1120,971,877,891
1179,1813,5164,18754,37429,37145,19677,6363
987,1569,16199,62753,62940,17423,1964,1215
925,1973,15804,58952,59966,16565,1598,80
45665,46001,16694,2706,566,1399,778,1135
480,1874,12320,48480,64374,58673,46779,19418
470,1436,911,4697,28150,65535,65535,27639
531,1469,590,3628,20407,49934,49615,20593
1495,7591,24957,25192,6948,1989,659,1026
752,2347,15642,59195,59514,15885,1728,1044
1078,1487,847,3319,19804,47533,45837,19807
386,1721,13649,54207,54639,14712,1466,1050
12751,46629,45821,12750,1558,1303,911,1272
998,6507,23748,23503,6705,2000,1092,969
751,1370,597,819,1353,7671,31397,31254
1033,1656,5733,18554,35829,36344,18644,6048
1246,7671,28446,27977,8175,10089,38817,39092
864,1361,756,708,969,4552,17964,36612
588,1358,204,863,838,4389,15779,31154
57816,65324,49173,31029,7825,1981,1046,925
855,1664,14334,54804,54949,15384,2012,1610
1578,11519,40490,40445,11262,10706,41717,41542
802,1686,3934,12723,25381,24981,13064,4591
1314,2088,13247,51407,51949,14668,1414,966
779,1444,915,5067,26476,62384,62138,25634
1218,10443,36027,35966,10397,1826,759,1141
15169,54317,53679,14682,2135,985,1030,840
914,1108,802,3530,20648,50574,50021,20852
903,1670,564,488,268,1387,760,696
942,1339,913,3711,21956,53081,52584,21560
10784,37074,36145,10247,1382,1408,1199,1334
763,1239,630,284,1075,784,496,1331
10708,35712,35555,10268,965,1513,448,1293
724,1003,658,2962,16787,41884,40539,17424
11741,41695,40420,11407,1517,1034,559,853
13708,49013,48951,13531,1807,1005,720,1355
763,1428,658,490,999,10287,41995,42515
994,1200,631,968,877,7499,29105,29813
793,411,454,476,1493,6144,24877,25617
762,1440,497,569,629,7250,25757,26029
53367,53957,19720,3276,1092,1624,705,696
921,6191,22337,22634,6173,1533,828,804
51876,52116,19295,3195,1068,1067,386,837
752,1380,3687,12746,25554,32365,43307,33899
935,1476,305,208,1153,4774,17168,33214
1480,11202,42287,54168,42129,34285,16365,4965
435,985,394,493,1150,1322,672,971
1026,1195,443,750,1094,6548,22873,45134
1005,956,449,466,983,5324,22180,43383
679,1211,225,556,1467,5584,20905,42521
867,1347,591,642,1681,4510,20219,39637
40956,42367,15745,2478,1275,1656,781,290
1659,11472,40668,40552,11158,1886,802,1411
879,1902,12226,47544,47967,13737,942,1414
46940,46961,17178,2849,980,1699,504,1115
59504,59120,21930,3601,1339,1685,792,1571
680,1583,481,653,932,5355,22347,43579
888,731,847,4340,25175,58210,58192,24751
986,840,509,532,669,1627,828,1027
1792,10192,36458,36817,10265,1731,621,915
1348,7497,24627,25009,6875,1755,796,613
13383,46812,45930,12955,1665,1210,612,1753
12143,42700,41579,11536,2034,1606,789,1279
808,874,813,535,1218,8197,29962,30347
508,941,789,503,1280,9805,38627,39103
1471,8732,31314,30645,9169,5169,20735,40507
11297,38964,39135,11010,1493,956,695,810
441,1439,882,4390,22389,54544,54436,22964
957,1403,4587,17000,33644,33675,16914,4905
692,717,881,623,1480,9728,35955,36527
936,1105,464,573,1051,2165,898,1574
55943,55851,20745,3105,803,1129,911,525
647,1202,257,312,1734,6644,25458,26116
9770,35343,34731,13553,25380,59703,59104,24754
1089,9727,32597,32365,8781,1464,900,1041
892,2280,13974,53621,54730,15479,1621,1159
584,324,175,1021,811,10069,37479,36630
45051,45027,16781,2703,1262,1859,735,1542
1018,8119,30941,44572,44142,38298,19239,5913
40480,40136,15819,2613,1383,1222,851,782
636,1476,570,462,977,4395,17967,35766
881,1598,701,3994,21869,53270,52140,21449
976,1185,704,243,534,759,185,1319
1398,11155,39610,39418,10413,2215,845,1069
585,1370,150,879,1098,7437,28780,28726
779,1581,682,784,1082,4532,17514,34774
1383,9479,34829,43819,33020,25394,13137,4411
39540,39414,14187,2626,1454,1821,609,789
737,1229,868,3261,16830,40879,39581,16806
664,1273,442,773,787,1245,626,996
555,1603,523,569,1685,9546,38112,37611
1595,8595,32124,31804,8797,1824,723,1136
706,965,308,598,591,3858,13546,27272
741,988,489,570,1252,8999,34609,34818
654,447,673,4785,25947,62167,62632,25876
43549,43812,16171,2738,1587,2027,862,926
13818,51047,54373,32471,38552,38315,19417,5611
651,1493,730,3220,16659,41711,40287,17791
10720,37195,36294,9765,1677,2287,650,803
16434,59251,58324,16706,2123,836,635,1336
846,1167,611,524,1699,5027,20752,39984
993,1895,13181,50214,50723,13457,1251,1136
49800,50527,18560,3171,947,1375,445,1521
793,1655,12620,48661,48164,13860,1597,1334
537,1369,1089,583,731,5127,16038,32032
834,1867,10106,38033,38295,10566,1064,1183
12295,45650,44331,12311,1933,742,779,893
1099,9216,31011,31161,8689,1387,715,773
665,1438,784,771,1066,3818,14657,29687
1296,7188,24317,24616,6995,2317,863,1199
564,1994,5867,20292,40048,41016,20571,6369
965,2529,17506,65535,65535,17541,1982,1215
864,1261,806,496,969,1251,471,502
683,996,612,550,1357,5037,20007,39637
1207,9648,30993,31388,8667,1924,824,569
718,759,641,295,1819,902,814,1107
1014,1573,484,285,1343,4061,14150,28467
62092,63122,23164,3404,876,1443,1130,1212
14275,51823,51561,13923,1489,1642,845,779
12388,43391,42953,12308,1593,1785,655,1259
724,1512,535,493,847,5208,21064,41458
382,1193,748,3150,16519,40788,40016,16963
801,1387,459,483,519,1957,864,728
1299,9381,33448,33405,9117,2253,495,950
52395,51982,19052,2953,1205,1795,784,922
820,1711,5826,19936,39587,39021,19982,6194
487,1074,756,443,1026,4170,16821,33198
61193,61970,22994,3406,789,1358,641,1166
1023,1296,636,904,1261,7338,31870,31876
839,1246,3956,13630,25571,27240,13013,3856
14694,53288,52953,14718,2133,652,697,1342
771,1320,676,628,803,5051,21914,43229
766,1485,374,3775,21509,52270,50955,21751
832,1402,152,316,1311,8743,32608,32746
1101,868,981,3384,20505,49842,49192,20489
811,1899,1109,377,1629,10630,45154,45147
811,1198,481,419,1398,4245,13710,26109
519,2511,15290,58792,59435,16153,1444,804
756,1756,930,582,1627,10878,44863,44735
462,1968,3484,11845,22652,23614,11913,4411
1351,1082,727,4795,27138,65535,65535,65090
687,1391,511,315,1056,1571,721,955
758,1324,749,4860,23648,58614,58663,24695
44159,44710,17079,2902,984,2205,333,325
855,1614,5068,16923,32880,34478,17402,6052
55515,56079,20692,2981,1109,1030,952,1199
43892,44431,16289,2495,977,1120,517,790
773,1780,881,4579,24436,58669,58374,24112
636,1356,921,4026,23842,57030,56782,23723
842,1535,833,3780,20049,49562,48992,20603
851,1087,895,5106,26861,65535,65101,26931
1494,9035,31679,31107,8430,1987,811,949
45201,45525,20547,16870,28780,28920,14565,4512
855,1600,5108,18331,34996,36104,18051,5722
50305,50840,18501,2635,969,2071,827,917
731,893,896,3027,17271,42002,41650,17980
485,925,620,458,1395,9759,39976,40810
1497,10897,37479,37018,9969,2242,967,1334
840,2166,4299,15889,31209,32187,15783,5539
703,2069,12203,44380,44216,12111,1818,1229
776,2693,17523,65535,65535,18441,2177,692
1097,1682,613,337,940,1569,827,756
1505,10086,35286,39133,36687,65535,65535,28129
833,1971,725,4853,28633,65535,65535,28637
858,950,837,3889,20774,49500,48744,20634
219,970,468,332,948,8315,30218,30944
1094,1992,5985,20412,39462,40856,20310,5830
581,1242,499,511,1586,5267,23213,45950
45111,45754,32069,63941,62510,17332,1742,1160
9778,35108,33938,9587,1465,1774,622,580
599,1312,4342,15019,29892,30453,15652,4834
831,1817,12115,46074,46530,13446,1671,820
859,1363,546,613,1309,9261,38506,37951
15095,56159,55225,15079,1777,2011,847,1111
1190,11389,51853,65535,63161,15285,1312,1361
743,899,1032,197,878,5029,18948,38372
1185,1732,5585,18317,35856,36771,18637,5478
789,1102,633,151,1091,5270,20617,41201
1249,9541,32480,32241,9076,1879,403,1343
9016,33183,31992,9150,1586,2045,414,1426
373,2047,13263,51267,51795,14858,1655,1012
38876,39531,14743,2409,1245,1128,687,866
514,1560,451,487,1668,10251,42266,42977
49395,49842,18621,3058,1642,5746,21212,41874
1311,11156,40765,53663,44734,38232,19363,5662
819,2204,16731,65166,65535,17476,2125,834
447,1305,838,4944,26647,64816,63371,26645
54161,54910,20386,6176,16770,40253,39624,16655
1135,7307,23977,24144,6615,1622,409,1323
1355,6769,23586,24688,7064,2221,1234,1377
39800,39883,14443,2704,1435,1545,691,1048
529,1738,580,5202,28514,65535,65535,28561
863,2113,4688,16164,32658,33350,16559,5716
925,1736,485,319,954,2028,866,1087
675,1852,992,3677,22322,53586,53633,22214
732,2513,13487,50338,51961,14177,1338,1383
53028,53340,19693,2825,1047,1168,759,714
10822,39689,39238,10877,1814,1260,421,983
48528,48045,17889,2849,755,854,1081,988
778,1951,461,540,1377,11580,44234,44756
760,1554,872,356,679,8499,36805,37673
973,2145,15911,62494,62455,16686,1448,1125
576,1570,3431,11866,22966,23963,11895,3830
661,1450,871,266,1717,9139,35453,35754
1093,1668,3462,12124,23280,24052,12092,3567
590,1267,697,474,1149,9841,39891,39744
1016,1268,283,758,836,987,874,461
859,1207,421,457,1640,4543,16634,32950
1032,1646,670,4171,22927,55445,54987,23227
723,1909,12959,49113,49454,13295,1331,1186
10003,35154,35137,9317,1026,1481,651,235
10121,37976,36882,10140,1973,1659,548,463
742,1110,756,856,1354,8038,30868,30862
624,1709,537,3611,20028,48630,47399,20348
610,575,509,494,1345,8466,33706,34372
583,1013,440,409,1068,1183,635,651
43978,44696,16904,2025,768,1753,474,1299
797,763,747,636,1195,8093,32161,32303
746,1111,1059,3914,21899,52705,51829,21772
1000,1522,10234,38124,37856,10643,1701,698
